,month,day,campaign_number,user_engagement,displays,cost,clicks,revenue,post_click_conversions,post_click_sales_amount,updated_placement,banner_width,banner_height,banner_area
653,April,4,camp 1,Medium,613,0.3623,7,1.2705,0,0.0,jkl,300,250,75000
654,April,4,camp 1,Medium,34264,18.06,202,36.66,39,2250.17,mno,300,250,75000
655,April,4,camp 1,High,1305,0.634,5,0.9077,0,0.0,def,468,60,28080
656,April,4,camp 1,High,421,0.1638,3,0.545,0,0.0,ghi,468,60,28080
657,April,4,camp 1,High,14,0.0089,0,0.0,0,0.0,jkl,468,60,28080
658,April,4,camp 1,High,4126,2.396,6,1.09,3,285.8569,mno,468,60,28080
659,April,4,camp 1,Low,11,0.0008,0,0.0,0,0.0,def,468,60,28080
660,April,4,camp 1,Low,17,0.0013,1,0.1815,0,0.0,mno,468,60,28080
661,April,4,camp 1,Medium,109,0.0456,0,0.0,0,0.0,def,468,60,28080
662,April,4,camp 1,Medium,18,0.007,0,0.0,0,0.0,ghi,468,60,28080
663,April,4,camp 1,Medium,3,0.0019,0,0.0,0,0.0,jkl,468,60,28080
664,April,4,camp 1,Medium,410,0.1099,0,0.0,0,0.0,mno,468,60,28080
665,April,4,camp 1,High,55639,141.8,1133,205.8,441,22791.703,mno,580,400,232000
666,April,4,camp 1,Low,408,0.1573,7,1.2705,0,0.0,mno,580,400,232000
667,April,4,camp 1,Medium,4942,5.875,80,14.52,8,213.6386,mno,580,400,232000
668,April,4,camp 1,High,5852,11.54,62,11.26,35,1615.4689,def,670,90,60300
669,April,4,camp 1,High,22241,19.1,158,28.69,34,1216.9948,ghi,670,90,60300
670,April,4,camp 1,High,458,0.311,6,1.09,0,0.0,jkl,670,90,60300
671,April,4,camp 1,High,22327,34.38,202,36.7,54,2564.416,mno,670,90,60300
672,April,4,camp 1,Low,54,0.0115,0,0.0,0,0.0,def,670,90,60300
673,April,4,camp 1,Low,82,0.0853,1,0.1815,0,0.0,ghi,670,90,60300
674,April,4,camp 1,Low,1,0.0007,0,0.0,0,0.0,jkl,670,90,60300
675,April,4,camp 1,Low,196,0.0258,0,0.0,0,0.0,mno,670,90,60300
676,April,4,camp 1,Medium,609,0.3447,3,0.545,0,0.0,def,670,90,60300
677,April,4,camp 1,Medium,1449,1.179,11,1.997,2,154.9964,ghi,670,90,60300
678,April,4,camp 1,Medium,54,0.0362,1,0.1815,0,0.0,jkl,670,90,60300
679,April,4,camp 1,Medium,2191,1.622,13,2.361,0,0.0,mno,670,90,60300
680,April,4,camp 1,High,2,0.0031,0,0.0,0,0.0,abc,728,90,65520
681,April,4,camp 1,High,81755,101.94,519,94.25,132,5501.2607,def,728,90,65520
682,April,4,camp 1,High,268556,349.2,3950,717.0,1292,61090.8,ghi,728,90,65520
683,April,4,camp 1,High,44029,17.73,348,63.2,89,3943.8838,jkl,728,90,65520
684,April,4,camp 1,High,437182,431.0,2799,508.2,965,46446.176,mno,728,90,65520
685,April,4,camp 1,Low,906,0.2336,7,1.2705,1,254.1988,def,728,90,65520
686,April,4,camp 1,Low,411,0.4775,3,0.545,0,0.0,ghi,728,90,65520
687,April,4,camp 1,Low,282,0.1112,3,0.545,0,0.0,jkl,728,90,65520
688,April,4,camp 1,Low,5342,0.8804,16,2.904,1,30.841,mno,728,90,65520
689,April,4,camp 1,Medium,1,0.0006,0,0.0,0,0.0,abc,728,90,65520
690,April,4,camp 1,Medium,8955,5.004,54,9.805,6,377.6665,def,728,90,65520
691,April,4,camp 1,Medium,13778,16.8,215,39.03,40,2285.1162,ghi,728,90,65520
692,April,4,camp 1,Medium,4139,1.631,56,10.164,3,85.3252,jkl,728,90,65520
693,April,4,camp 1,Medium,49188,21.77,226,41.03,37,1395.369,mno,728,90,65520
694,April,4,camp 1,High,22,0.0213,0,0.0,0,0.0,mno,800,250,200000
695,April,4,camp 1,Medium,4,0.0011,0,0.0,0,0.0,mno,800,250,200000
696,April,4,camp 2,Low,7680,0.861,28,1.09,1,30.7113,def,160,600,96000
697,April,4,camp 2,Low,261,0.333,4,0.1556,0,0.0,ghi,160,600,96000
698,April,4,camp 2,Low,79776,10.24,436,16.97,4,681.9891,mno,160,600,96000
699,April,4,camp 2,Medium,1,0.0025,0,0.0,0,0.0,abc,160,600,96000
700,April,4,camp 2,Medium,25625,6.58,352,13.695,3,501.7546,def,160,600,96000
701,April,4,camp 2,Medium,4175,6.285,91,3.541,2,106.1402,ghi,160,600,96000
702,April,4,camp 2,Medium,269656,67.06,4399,171.1,45,3046.798,mno,160,600,96000
703,April,4,camp 2,Low,17294,2.314,62,2.412,0,0.0,def,240,400,96000
704,April,4,camp 2,Low,37817,31.06,786,30.58,22,1641.5225,ghi,240,400,96000
705,April,4,camp 2,Low,5615,2.537,93,3.62,0,0.0,jkl,240,400,96000
706,April,4,camp 2,Low,65807,9.32,350,13.62,2,762.9547,mno,240,400,96000
707,April,4,camp 2,Medium,84714,19.28,1127,43.84,7,250.5753,def,240,400,96000
708,April,4,camp 2,Medium,301341,270.0,13808,537.0,188,14570.239,ghi,240,400,96000
709,April,4,camp 2,Medium,39826,18.38,913,35.53,15,1213.847,jkl,240,400,96000
710,April,4,camp 2,Medium,279614,97.3,3855,150.0,70,6013.944,mno,240,400,96000
711,April,4,camp 2,Low,2,0.004,0,0.0,0,0.0,abc,300,250,75000
712,April,4,camp 2,Low,19364,2.21,70,2.723,1,25.9386,def,300,250,75000
713,April,4,camp 2,Low,6791,4.133,142,5.523,0,0.0,ghi,300,250,75000
714,April,4,camp 2,Low,142,0.0781,0,0.0,0,0.0,jkl,300,250,75000
715,April,4,camp 2,Low,107419,11.87,514,20.0,9,504.3752,mno,300,250,75000
716,April,4,camp 2,Medium,2,0.0055,0,0.0,0,0.0,abc,300,250,75000
717,April,4,camp 2,Medium,55752,18.22,492,19.14,7,1189.5708,def,300,250,75000
718,April,4,camp 2,Medium,49291,31.2,2109,82.06,20,2262.0942,ghi,300,250,75000
719,April,4,camp 2,Medium,1780,1.004,12,0.4668,0,0.0,jkl,300,250,75000
720,April,4,camp 2,Medium,364109,95.06,3958,154.0,45,2766.8374,mno,300,250,75000
721,April,4,camp 2,Low,225,0.0318,2,0.0778,0,0.0,def,468,60,28080
722,April,4,camp 2,Low,20,0.0077,0,0.0,0,0.0,ghi,468,60,28080
723,April,4,camp 2,Low,937,0.0488,1,0.0389,0,0.0,mno,468,60,28080
724,April,4,camp 2,Medium,1468,0.2793,16,0.6226,0,0.0,def,468,60,28080
725,April,4,camp 2,Medium,203,0.0789,1,0.0389,0,0.0,ghi,468,60,28080
726,April,4,camp 2,Medium,3,0.0019,0,0.0,0,0.0,jkl,468,60,28080
727,April,4,camp 2,Medium,3970,0.4087,24,0.9336,1,111.5203,mno,468,60,28080
728,April,4,camp 2,Low,17326,4.188,282,10.97,1,22.4368,mno,580,400,232000
729,April,4,camp 2,Medium,58713,31.33,2154,83.8,21,919.8822,mno,580,400,232000
730,April,4,camp 2,Low,873,0.2588,6,0.2334,2,199.8443,def,670,90,60300
731,April,4,camp 2,Low,553,0.4568,0,0.0,0,0.0,ghi,670,90,60300
732,April,4,camp 2,Low,74,0.0492,1,0.0389,0,0.0,jkl,670,90,60300
733,April,4,camp 2,Low,6708,0.566,44,1.712,0,0.0,mno,670,90,60300
734,April,4,camp 2,Medium,5697,2.264,91,3.541,2,92.9771,def,670,90,60300
735,April,4,camp 2,Medium,8326,7.383,130,5.06,4,211.5925,ghi,670,90,60300
736,April,4,camp 2,Medium,725,0.4907,16,0.6226,0,0.0,jkl,670,90,60300
737,April,4,camp 2,Medium,26326,5.78,377,14.664,3,544.5889,mno,670,90,60300
738,April,4,camp 2,Low,4,0.0066,0,0.0,0,0.0,abc,728,90,65520
739,April,4,camp 2,Low,17413,3.025,115,4.473,2,115.2837,def,728,90,65520
740,April,4,camp 2,Low,6962,7.496,117,4.55,4,22.3975,ghi,728,90,65520
741,April,4,camp 2,Low,2817,1.109,42,1.634,1,1.3488,jkl,728,90,65520
742,April,4,camp 2,Low,120305,10.67,614,23.89,1,33.1754,mno,728,90,65520
743,April,4,camp 2,Medium,10,0.0156,1,0.0389,0,0.0,abc,728,90,65520
744,April,4,camp 2,Medium,83221,27.88,1035,40.28,17,1170.5669,def,728,90,65520
745,April,4,camp 2,Medium,89762,101.6,2492,96.94,81,4156.306,ghi,728,90,65520
746,April,4,camp 2,Medium,24347,9.74,349,13.58,8,264.2701,jkl,728,90,65520
747,April,4,camp 2,Medium,455986,97.06,5609,218.2,59,4989.5063,mno,728,90,65520
748,April,4,camp 2,Low,18,0.0022,0,0.0,0,0.0,mno,800,250,200000
749,April,4,camp 2,Medium,22,0.0028,1,0.0389,0,0.0,mno,800,250,200000
750,April,4,camp 3,High,2610,0.643,3,0.1556,0,0.0,def,160,600,96000
751,April,4,camp 3,High,24,0.0328,0,0.0,0,0.0,ghi,160,600,96000
752,April,4,camp 3,High,25409,5.605,64,3.32,1,11.75,mno,160,600,96000
753,April,4,camp 3,Low,10829,0.7,24,1.245,0,0.0,def,160,600,96000
754,April,4,camp 3,Low,33,0.0378,0,0.0,0,0.0,ghi,160,600,96000
755,April,4,camp 3,Low,45495,2.65,147,7.625,0,0.0,mno,160,600,96000
756,April,4,camp 3,Medium,7,0.0101,0,0.0,0,0.0,abc,160,600,96000
757,April,4,camp 3,Medium,16117,1.579,51,2.646,0,0.0,def,160,600,96000
758,April,4,camp 3,Medium,57,0.07,0,0.0,0,0.0,ghi,160,600,96000
759,April,4,camp 3,Medium,97370,10.375,469,24.33,6,214.6031,mno,160,600,96000
760,April,4,camp 3,High,7828,1.705,8,0.415,2,219.3631,def,240,400,96000
761,April,4,camp 3,High,11680,10.125,109,5.656,9,815.0703,ghi,240,400,96000
762,April,4,camp 3,High,7102,3.268,24,1.245,0,0.0,jkl,240,400,96000
763,April,4,camp 3,High,30729,9.836,45,2.334,1,151.7022,mno,240,400,96000
764,April,4,camp 3,Low,10828,0.8755,27,1.4,0,0.0,def,240,400,96000
765,April,4,camp 3,Low,4504,3.426,41,2.127,1,15.0444,ghi,240,400,96000
766,April,4,camp 3,Low,893,0.4023,6,0.3113,0,0.0,jkl,240,400,96000
767,April,4,camp 3,Low,27268,0.806,46,2.387,0,0.0,mno,240,400,96000
768,April,4,camp 3,Medium,29046,3.121,90,4.668,1,49.5428,def,240,400,96000
769,April,4,camp 3,Medium,20287,17.64,418,21.69,3,353.9178,ghi,240,400,96000
770,April,4,camp 3,Medium,6445,2.951,58,3.01,2,246.9722,jkl,240,400,96000
771,April,4,camp 3,Medium,64251,4.676,216,11.2,1,188.9608,mno,240,400,96000
772,April,4,camp 3,High,5182,1.574,10,0.5186,0,0.0,def,300,250,75000
773,April,4,camp 3,High,1429,0.8423,18,0.9336,6,135.7369,ghi,300,250,75000
774,April,4,camp 3,High,314,0.1864,1,0.0518,0,0.0,jkl,300,250,75000
775,April,4,camp 3,High,33492,8.82,104,5.395,0,0.0,mno,300,250,75000
776,April,4,camp 3,Low,22897,1.119,54,2.8,0,0.0,def,300,250,75000
777,April,4,camp 3,Low,935,0.502,18,0.9336,0,0.0,ghi,300,250,75000
778,April,4,camp 3,Low,64583,2.707,132,6.848,0,0.0,mno,300,250,75000
779,April,4,camp 3,Medium,3,0.0054,0,0.0,0,0.0,abc,300,250,75000
780,April,4,camp 3,Medium,32818,3.354,159,8.25,1,11.8019,def,300,250,75000
781,April,4,camp 3,Medium,3105,1.668,80,4.15,0,0.0,ghi,300,250,75000
782,April,4,camp 3,Medium,48,0.0287,2,0.1037,0,0.0,jkl,300,250,75000
783,April,4,camp 3,Medium,122540,9.71,392,20.33,2,83.5223,mno,300,250,75000
784,April,4,camp 3,High,129,0.0205,1,0.0518,0,0.0,def,468,60,28080
785,April,4,camp 3,High,374,0.0239,0,0.0,0,0.0,mno,468,60,28080
786,April,4,camp 3,Low,182,0.0141,1,0.0518,0,0.0,def,468,60,28080
787,April,4,camp 3,Low,6,0.0023,0,0.0,0,0.0,ghi,468,60,28080
788,April,4,camp 3,Low,334,0.0036,0,0.0,0,0.0,mno,468,60,28080
789,April,4,camp 3,Medium,399,0.0383,0,0.0,0,0.0,def,468,60,28080
790,April,4,camp 3,Medium,5,0.0019,0,0.0,0,0.0,ghi,468,60,28080
791,April,4,camp 3,Medium,909,0.0168,0,0.0,0,0.0,mno,468,60,28080
792,April,4,camp 3,High,7444,3.25,45,2.334,1,299.345,mno,580,400,232000
793,April,4,camp 3,Low,9662,0.7715,63,3.268,0,0.0,mno,580,400,232000
794,April,4,camp 3,Medium,21350,2.982,211,10.945,3,165.0346,mno,580,400,232000
795,April,4,camp 3,High,552,0.2028,1,0.0518,1,5.7194,def,670,90,60300
796,April,4,camp 3,High,161,0.1403,1,0.0518,0,0.0,ghi,670,90,60300
797,April,4,camp 3,High,89,0.0642,0,0.0,0,0.0,jkl,670,90,60300
798,April,4,camp 3,High,2188,0.4326,3,0.1555,0,0.0,mno,670,90,60300
799,April,4,camp 3,Low,473,0.0541,1,0.0518,0,0.0,def,670,90,60300
800,April,4,camp 3,Low,59,0.0684,0,0.0,0,0.0,ghi,670,90,60300
801,April,4,camp 3,Low,21,0.013,0,0.0,0,0.0,jkl,670,90,60300
802,April,4,camp 3,Low,3315,0.0679,4,0.2075,0,0.0,mno,670,90,60300
803,April,4,camp 3,Medium,2461,0.341,11,0.571,0,0.0,def,670,90,60300
804,April,4,camp 3,Medium,204,0.2426,1,0.0518,0,0.0,ghi,670,90,60300
805,April,4,camp 3,Medium,167,0.1058,2,0.1037,0,0.0,jkl,670,90,60300
806,April,4,camp 3,Medium,8203,0.3352,14,0.726,0,0.0,mno,670,90,60300
807,April,4,camp 3,High,3,0.0045,0,0.0,0,0.0,abc,728,90,65520
808,April,4,camp 3,High,8876,2.725,18,0.9336,1,12.048,def,728,90,65520
809,April,4,camp 3,High,1849,2.021,17,0.882,6,210.8604,ghi,728,90,65520
810,April,4,camp 3,High,3969,1.491,14,0.726,0,0.0,jkl,728,90,65520
811,April,4,camp 3,High,37910,8.34,84,4.36,14,1839.8806,mno,728,90,65520
812,April,4,camp 3,Low,2,0.003,0,0.0,0,0.0,abc,728,90,65520
813,April,4,camp 3,Low,12824,1.495,65,3.371,0,0.0,def,728,90,65520
814,April,4,camp 3,Low,684,0.697,9,0.4668,0,0.0,ghi,728,90,65520
815,April,4,camp 3,Low,440,0.1343,11,0.571,0,0.0,jkl,728,90,65520
816,April,4,camp 3,Low,73399,2.943,145,7.523,0,0.0,mno,728,90,65520
817,April,4,camp 3,Medium,5,0.0081,0,0.0,0,0.0,abc,728,90,65520
818,April,4,camp 3,Medium,34012,5.086,195,10.12,0,0.0,def,728,90,65520
819,April,4,camp 3,Medium,2320,2.227,33,1.712,0,0.0,ghi,728,90,65520
820,April,4,camp 3,Medium,4170,1.362,26,1.349,1,435.2271,jkl,728,90,65520
821,April,4,camp 3,Medium,162179,11.32,470,24.38,1,8.4299,mno,728,90,65520
822,April,4,camp 3,High,5,0.0012,0,0.0,0,0.0,mno,800,250,200000
823,April,4,camp 3,Low,8,0.0004,0,0.0,0,0.0,mno,800,250,200000
824,April,4,camp 3,Medium,11,0.0014,0,0.0,0,0.0,mno,800,250,200000
825,April,5,camp 1,High,11,0.0148,0,0.0,0,0.0,abc,160,600,96000
826,April,5,camp 1,High,20249,30.31,152,27.56,17,731.5654,def,160,600,96000
827,April,5,camp 1,High,17355,31.45,171,31.02,51,2240.5513,ghi,160,600,96000
828,April,5,camp 1,High,193292,243.2,1952,354.0,822,36729.074,mno,160,600,96000
829,April,5,camp 1,Low,1,0.0007,0,0.0,0,0.0,abc,160,600,96000
830,April,5,camp 1,Low,370,0.0475,0,0.0,0,0.0,def,160,600,96000
831,April,5,camp 1,Low,41,0.0719,0,0.0,0,0.0,ghi,160,600,96000
832,April,5,camp 1,Low,2757,0.506,13,2.36,3,155.9618,mno,160,600,96000
833,April,5,camp 1,Medium,1,0.0012,0,0.0,0,0.0,abc,160,600,96000
834,April,5,camp 1,Medium,2613,1.474,8,1.451,0,0.0,def,160,600,96000
835,April,5,camp 1,Medium,822,1.409,3,0.5444,3,311.5736,ghi,160,600,96000
836,April,5,camp 1,Medium,23040,12.375,192,34.84,44,2143.3442,mno,160,600,96000
837,April,5,camp 1,High,60199,54.66,343,62.22,106,7872.988,def,240,400,96000
838,April,5,camp 1,High,430443,392.8,11047,2004.0,3006,151111.88,ghi,240,400,96000
839,April,5,camp 1,High,68918,34.5,663,120.25,253,11669.664,jkl,240,400,96000
840,April,5,camp 1,High,242950,453.5,2359,428.0,842,42136.074,mno,240,400,96000
841,April,5,camp 1,Low,640,0.1527,3,0.5444,0,0.0,def,240,400,96000
842,April,5,camp 1,Low,1518,1.25,16,2.902,0,0.0,ghi,240,400,96000
843,April,5,camp 1,Low,350,0.1764,5,0.907,0,0.0,jkl,240,400,96000
844,April,5,camp 1,Low,2027,0.595,6,1.089,2,119.4501,mno,240,400,96000
845,April,5,camp 1,Medium,6715,2.186,22,3.992,2,36.1487,def,240,400,96000
846,April,5,camp 1,Medium,29275,25.73,745,135.1,82,5260.5703,ghi,240,400,96000
847,April,5,camp 1,Medium,5613,2.818,47,8.53,3,155.6766,jkl,240,400,96000
848,April,5,camp 1,Medium,20525,17.28,165,29.94,32,2598.647,mno,240,400,96000
849,April,5,camp 1,High,12,0.023,0,0.0,0,0.0,abc,300,250,75000
850,April,5,camp 1,High,45511,51.94,256,46.44,173,19131.027,def,300,250,75000
851,April,5,camp 1,High,61410,41.47,1025,185.9,323,13908.055,ghi,300,250,75000
852,April,5,camp 1,High,8540,4.582,42,7.62,24,2050.1338,jkl,300,250,75000
853,April,5,camp 1,High,306480,376.0,2285,414.5,1159,56137.12,mno,300,250,75000
854,April,5,camp 1,Low,1,0.0008,0,0.0,0,0.0,abc,300,250,75000
855,April,5,camp 1,Low,455,0.1427,5,0.907,0,0.0,def,300,250,75000
856,April,5,camp 1,Low,115,0.0639,0,0.0,0,0.0,ghi,300,250,75000
857,April,5,camp 1,Low,9,0.0058,0,0.0,0,0.0,jkl,300,250,75000
858,April,5,camp 1,Low,3600,0.772,13,2.357,1,179.2669,mno,300,250,75000
859,April,5,camp 1,Medium,1,0.002,1,0.1814,0,0.0,abc,300,250,75000
860,April,5,camp 1,Medium,4956,3.139,25,4.535,3,49.1746,def,300,250,75000
861,April,5,camp 1,Medium,3221,2.008,103,18.69,6,186.4076,ghi,300,250,75000
862,April,5,camp 1,Medium,676,0.3855,3,0.5444,0,0.0,jkl,300,250,75000
863,April,5,camp 1,Medium,32456,17.94,224,40.66,25,1268.6498,mno,300,250,75000
864,April,5,camp 1,High,1212,0.655,1,0.1814,0,0.0,def,468,60,28080
865,April,5,camp 1,High,495,0.1924,1,0.1814,5,75.3821,ghi,468,60,28080
866,April,5,camp 1,High,17,0.0109,0,0.0,0,0.0,jkl,468,60,28080
867,April,5,camp 1,High,3559,2.184,10,1.814,16,1624.7739,mno,468,60,28080
868,April,5,camp 1,Low,3,0.0001,0,0.0,0,0.0,def,468,60,28080
869,April,5,camp 1,Low,7,0.0006,0,0.0,0,0.0,mno,468,60,28080
870,April,5,camp 1,Medium,115,0.052,1,0.1814,0,0.0,def,468,60,28080
871,April,5,camp 1,Medium,22,0.0085,0,0.0,0,0.0,ghi,468,60,28080
872,April,5,camp 1,Medium,285,0.0621,1,0.1814,0,0.0,mno,468,60,28080
873,April,5,camp 1,High,55260,151.1,1068,193.8,560,27129.287,mno,580,400,232000
874,April,5,camp 1,Low,467,0.1927,1,0.1814,0,0.0,mno,580,400,232000
875,April,5,camp 1,Medium,4978,5.46,114,20.69,12,740.0794,mno,580,400,232000
876,April,5,camp 1,High,6059,12.67,81,14.695,33,1299.0337,def,670,90,60300
877,April,5,camp 1,High,22463,18.92,198,35.9,77,2907.8528,ghi,670,90,60300
878,April,5,camp 1,High,554,0.3735,8,1.451,2,57.6513,jkl,670,90,60300
879,April,5,camp 1,High,21720,31.89,172,31.19,73,3396.8623,mno,670,90,60300
880,April,5,camp 1,Low,47,0.0085,0,0.0,0,0.0,def,670,90,60300
881,April,5,camp 1,Low,70,0.1002,0,0.0,0,0.0,ghi,670,90,60300
882,April,5,camp 1,Low,10,0.0057,0,0.0,0,0.0,jkl,670,90,60300
883,April,5,camp 1,Low,150,0.0235,0,0.0,0,0.0,mno,670,90,60300
884,April,5,camp 1,Medium,632,0.411,8,1.451,0,0.0,def,670,90,60300
885,April,5,camp 1,Medium,1528,1.16,11,1.996,8,259.9104,ghi,670,90,60300
886,April,5,camp 1,Medium,45,0.0296,0,0.0,0,0.0,jkl,670,90,60300
887,April,5,camp 1,Medium,2147,1.472,15,2.723,0,0.0,mno,670,90,60300
888,April,5,camp 1,High,5,0.0076,0,0.0,0,0.0,abc,728,90,65520
889,April,5,camp 1,High,80467,104.0,548,99.4,184,8035.003,def,728,90,65520
890,April,5,camp 1,High,259521,335.5,3655,663.0,1052,50405.285,ghi,728,90,65520
891,April,5,camp 1,High,44449,18.47,360,65.3,76,3461.6812,jkl,728,90,65520
892,April,5,camp 1,High,406827,420.0,2649,480.5,1230,54042.03,mno,728,90,65520
893,April,5,camp 1,High,8,0.0152,0,0.0,0,0.0,No Data Available,728,90,65520
894,April,5,camp 1,Low,1,0.0006,0,0.0,0,0.0,abc,728,90,65520
895,April,5,camp 1,Low,791,0.1799,3,0.5444,0,0.0,def,728,90,65520
896,April,5,camp 1,Low,431,0.534,3,0.5444,1,8.7487,ghi,728,90,65520
897,April,5,camp 1,Low,253,0.1071,0,0.0,0,0.0,jkl,728,90,65520
898,April,5,camp 1,Low,4825,0.8506,25,4.535,3,93.9814,mno,728,90,65520
899,April,5,camp 1,Medium,8973,5.625,38,6.895,2,111.816,def,728,90,65520
900,April,5,camp 1,Medium,14508,17.88,234,42.44,25,2891.362,ghi,728,90,65520
901,April,5,camp 1,Medium,4336,1.789,43,7.8,5,451.3858,jkl,728,90,65520
902,April,5,camp 1,Medium,45661,21.4,321,58.25,60,3150.3442,mno,728,90,65520
903,April,5,camp 1,High,17,0.0438,0,0.0,0,0.0,mno,800,250,200000
904,April,5,camp 1,Medium,1,0.0007,0,0.0,0,0.0,mno,800,250,200000
905,April,5,camp 2,Low,7339,0.7373,11,0.4277,0,0.0,def,160,600,96000
906,April,5,camp 2,Low,199,0.2476,4,0.1555,0,0.0,ghi,160,600,96000
907,April,5,camp 2,Low,67913,8.93,389,15.125,5,1058.5168,mno,160,600,96000
908,April,5,camp 2,Medium,7,0.0119,0,0.0,0,0.0,abc,160,600,96000
909,April,5,camp 2,Medium,25541,6.95,315,12.24,4,106.1194,def,160,600,96000
910,April,5,camp 2,Medium,4128,6.383,121,4.703,7,729.2943,ghi,160,600,96000
911,April,5,camp 2,Medium,255360,66.06,4155,161.5,42,2148.6572,mno,160,600,96000
912,April,5,camp 2,Low,18437,2.393,80,3.111,0,0.0,def,240,400,96000
913,April,5,camp 2,Low,36888,29.89,772,30.02,26,905.8048,ghi,240,400,96000
914,April,5,camp 2,Low,5890,2.766,83,3.227,0,0.0,jkl,240,400,96000
915,April,5,camp 2,Low,57316,8.06,347,13.49,0,0.0,mno,240,400,96000
916,April,5,camp 2,Medium,90466,21.11,908,35.3,7,626.3721,def,240,400,96000
917,April,5,camp 2,Medium,301285,267.2,13392,520.5,209,16005.495,ghi,240,400,96000
918,April,5,camp 2,Medium,43838,21.14,980,38.1,17,1760.2559,jkl,240,400,96000
919,April,5,camp 2,Medium,254419,92.3,3345,130.0,74,6116.4165,mno,240,400,96000
920,April,5,camp 2,Low,13030,1.868,80,3.11,1,16.0555,def,300,250,75000
921,April,5,camp 2,Low,6059,3.754,106,4.117,0,0.0,ghi,300,250,75000
922,April,5,camp 2,Low,182,0.0906,0,0.0,0,0.0,jkl,300,250,75000
923,April,5,camp 2,Low,92317,10.695,440,17.11,1,5.8182,mno,300,250,75000
924,April,5,camp 2,Medium,11,0.0182,0,0.0,0,0.0,abc,300,250,75000
925,April,5,camp 2,Medium,47008,17.02,436,16.95,13,831.909,def,300,250,75000
926,April,5,camp 2,Medium,46150,29.78,1776,69.06,30,3082.0598,ghi,300,250,75000
927,April,5,camp 2,Medium,1826,1.02,12,0.4666,0,0.0,jkl,300,250,75000
928,April,5,camp 2,Medium,343693,94.75,3652,142.0,87,5952.5283,mno,300,250,75000
929,April,5,camp 2,Low,247,0.0498,2,0.0777,0,0.0,def,468,60,28080
930,April,5,camp 2,Low,2,0.0007,0,0.0,0,0.0,ghi,468,60,28080
931,April,5,camp 2,Low,798,0.031,0,0.0,0,0.0,mno,468,60,28080
932,April,5,camp 2,Medium,1337,0.303,5,0.1945,0,0.0,def,468,60,28080
933,April,5,camp 2,Medium,178,0.0692,1,0.0388,0,0.0,ghi,468,60,28080
934,April,5,camp 2,Medium,6,0.0038,0,0.0,0,0.0,jkl,468,60,28080
935,April,5,camp 2,Medium,3391,0.3376,10,0.389,0,0.0,mno,468,60,28080
936,April,5,camp 2,Low,15546,3.96,232,9.016,4,172.7942,mno,580,400,232000
937,April,5,camp 2,Medium,58675,33.1,2123,82.56,27,3014.0942,mno,580,400,232000
938,April,5,camp 2,Low,855,0.1613,4,0.1555,0,0.0,def,670,90,60300
939,April,5,camp 2,Low,545,0.4595,2,0.0777,0,0.0,ghi,670,90,60300
940,April,5,camp 2,Low,60,0.0379,1,0.0388,0,0.0,jkl,670,90,60300
941,April,5,camp 2,Low,6126,0.4968,28,1.089,0,0.0,mno,670,90,60300
942,April,5,camp 2,Medium,5833,2.078,67,2.605,0,0.0,def,670,90,60300
943,April,5,camp 2,Medium,8317,7.934,128,4.977,5,524.3183,ghi,670,90,60300
944,April,5,camp 2,Medium,776,0.4897,19,0.739,0,0.0,jkl,670,90,60300
945,April,5,camp 2,Medium,24726,5.41,330,12.83,6,221.5416,mno,670,90,60300
946,April,5,camp 2,Low,1,0.0015,0,0.0,0,0.0,abc,728,90,65520
947,April,5,camp 2,Low,17415,3.133,106,4.117,2,21.2689,def,728,90,65520
948,April,5,camp 2,Low,6712,7.246,90,3.498,1,43.5384,ghi,728,90,65520
949,April,5,camp 2,Low,2565,1.034,27,1.049,4,334.7763,jkl,728,90,65520
950,April,5,camp 2,Low,101585,9.47,518,20.14,1,54.347,mno,728,90,65520
951,April,5,camp 2,Low,2,0.0016,0,0.0,0,0.0,No Data Available,728,90,65520
952,April,5,camp 2,Medium,7,0.0082,0,0.0,0,0.0,abc,728,90,65520
953,April,5,camp 2,Medium,84280,29.81,861,33.47,5,368.3671,def,728,90,65520
954,April,5,camp 2,Medium,92329,105.4,2307,89.7,55,4426.7495,ghi,728,90,65520
955,April,5,camp 2,Medium,24096,10.086,329,12.79,24,906.7753,jkl,728,90,65520
956,April,5,camp 2,Medium,417968,96.4,5019,195.1,43,3573.427,mno,728,90,65520
957,April,5,camp 2,Medium,4,0.0076,0,0.0,0,0.0,No Data Available,728,90,65520
958,April,5,camp 2,Low,1,0.0001,0,0.0,0,0.0,mno,800,250,200000
959,April,5,camp 2,Medium,7,0.0015,0,0.0,0,0.0,mno,800,250,200000
960,April,5,camp 3,High,2366,0.5596,5,0.2593,0,0.0,def,160,600,96000
961,April,5,camp 3,High,28,0.0347,0,0.0,0,0.0,ghi,160,600,96000
962,April,5,camp 3,High,22297,4.895,43,2.229,4,760.3858,mno,160,600,96000
963,April,5,camp 3,Low,9150,0.5522,19,0.984,0,0.0,def,160,600,96000
964,April,5,camp 3,Low,31,0.0424,0,0.0,0,0.0,ghi,160,600,96000
965,April,5,camp 3,Low,34386,1.903,117,6.062,0,0.0,mno,160,600,96000
966,April,5,camp 3,Medium,9,0.012,0,0.0,0,0.0,abc,160,600,96000
967,April,5,camp 3,Medium,14412,1.312,40,2.072,0,0.0,def,160,600,96000
